"Time (UTCG)","Semi-parameter (km)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","Arg of Perigee (deg)","RAAN (deg)","Height of Apogee (km)","Height of Perigee (km)","Sidereal Period (sec)","Orbit Count"
11 May 2021 19:16:03.108,6767.712655,6767.746862,0.00224821,51.554378,340.371644,98.789653,404.825193,374.394531,5540.859526,2030
12 May 2021 10:37:33.787,6767.652482,6767.687771,0.00228351,51.554516,342.263292,95.554644,405.004882,374.096660,5540.786958,2040
13 May 2021 01:59:03.729,6767.591902,6767.628303,0.00231918,51.554652,344.120217,92.319623,405.186645,373.795960,5540.713927,2050
13 May 2021 17:20:32.930,6767.531028,6767.568566,0.00235517,51.554770,345.945590,89.084582,405.370328,373.492804,5540.640567,2060
14 May 2021 08:42:01.386,6767.469856,6767.508560,0.00239144,51.554858,347.741046,85.849506,405.555666,373.187453,5540.566876,2070
15 May 2021 00:03:29.094,6767.408376,6767.448270,0.00242796,51.554909,349.509017,82.614378,405.742391,372.880149,5540.492837,2080
15 May 2021 15:24:56.053,6767.346824,6767.387935,0.00246471,51.554918,351.251646,79.379179,405.930562,372.571307,5540.418743,2090
16 May 2021 06:46:22.262,6767.285174,6767.327525,0.00250164,51.554890,352.970470,76.143893,406.119965,372.261085,5540.344557,2100
16 May 2021 22:07:47.720,6767.223469,6767.267086,0.00253874,51.554832,354.667857,72.908505,406.310394,371.949777,5540.270336,2110
17 May 2021 13:29:12.429,6767.161796,6767.206701,0.00257597,51.554758,356.344918,69.673008,406.501845,371.637557,5540.196182,2120
18 May 2021 04:50:36.388,6767.100228,6767.146444,0.00261333,51.554684,358.003272,66.437399,406.694249,371.324639,5540.122185,2130
18 May 2021 20:11:59.601,6767.038758,6767.086308,0.00265077,51.554627,359.644969,63.201686,406.887315,371.011301,5540.048337,2140
19 May 2021 11:33:22.069,6766.977514,6767.026419,0.00268829,51.554603,1.270939,59.965883,407.081152,370.697685,5539.974792,2150
20 May 2021 02:54:43.797,6766.916556,6766.966837,0.00272587,51.554621,2.882582,56.730010,407.275678,370.383996,5539.901626,2160
20 May 2021 18:16:04.789,6766.855828,6766.907504,0.00276345,51.554685,4.481684,53.494091,407.470487,370.070522,5539.828765,2170
21 May 2021 09:37:25.048,6766.795481,6766.848572,0.00280103,51.554790,6.069003,50.258149,407.665745,369.757399,5539.756396,2180
22 May 2021 00:58:44.582,6766.735559,6766.790083,0.00283860,51.554921,7.645700,47.022200,407.861322,369.444844,5539.684573,2190
22 May 2021 16:20:03.394,6766.675957,6766.731931,0.00287609,51.555060,9.213249,43.786254,408.056692,369.133170,5539.613163,2200
23 May 2021 07:41:21.491,6766.616838,6766.674277,0.00291351,51.555184,10.772169,40.550306,408.252048,368.822506,5539.542366,2210
23 May 2021 23:02:38.878,6766.558073,6766.616991,0.00295078,51.555273,12.323700,37.314342,408.446815,368.513167,5539.472019,2220
24 May 2021 14:23:55.561,6766.499821,6766.560231,0.00298793,51.555316,13.868197,34.078341,408.641210,368.205252,5539.402320,2230
25 May 2021 05:45:11.548,6766.442088,6766.504002,0.00302491,51.555307,15.406354,30.842273,408.835062,367.898943,5539.333273,2240
25 May 2021 21:06:26.842,6766.384721,6766.448148,0.00306167,51.555256,16.939152,27.606116,409.027774,367.594522,5539.264687,2250
26 May 2021 12:27:41.452,6766.327861,6766.392812,0.00309822,51.555178,18.466847,24.369851,409.219611,367.292013,5539.196736,2260
27 May 2021 03:48:55.382,6766.271493,6766.337975,0.00313455,51.555094,19.990062,21.133473,409.410413,366.991538,5539.129400,2270
27 May 2021 19:10:08.639,6766.215456,6766.283475,0.00317059,51.555025,21.509728,17.896989,409.599599,366.693351,5539.062476,2280
28 May 2021 10:31:21.228,6766.159865,6766.229427,0.00320636,51.554986,23.026184,14.660416,409.787427,366.397427,5538.996109,2290
29 May 2021 01:52:33.156,6766.104688,6766.175798,0.00324185,51.554985,24.540109,11.423776,409.973715,366.103880,5538.930256,2300
29 May 2021 17:13:44.426,6766.049772,6766.122431,0.00327698,51.555022,26.052440,8.187094,410.157867,365.812995,5538.864725,2310
30 May 2021 08:34:55.043,6765.995204,6766.069413,0.00331177,51.555087,27.563574,4.950392,410.340067,365.524759,5538.799623,2320
30 May 2021 23:56:05.011,6765.940759,6766.016517,0.00334616,51.555166,29.074247,1.713681,410.519691,365.239342,5538.734671,2330
31 May 2021 15:17:14.334,6765.886672,6765.963975,0.00338014,51.555242,30.585121,358.476966,410.696888,364.957063,5538.670155,2340
1 Jun 2021 06:38:23.015,6765.832817,6765.911662,0.00341369,51.555299,32.096626,355.240244,410.871372,364.677952,5538.605918,2350
1 Jun 2021 21:59:31.057,6765.779081,6765.859459,0.00344673,51.555328,33.609478,352.003502,411.042541,364.402378,5538.541819,2360
2 Jun 2021 13:20:38.462,6765.725507,6765.807409,0.00347927,51.555322,35.123963,348.766724,411.210454,364.130364,5538.477906,2370
3 Jun 2021 04:41:45.232,6765.672055,6765.755470,0.00351127,51.555281,36.640539,345.529893,411.374831,363.862109,5538.414131,2380
3 Jun 2021 20:02:51.369,6765.618644,6765.703557,0.00354266,51.555212,38.159764,342.292992,411.535125,363.597988,5538.350387,2390
4 Jun 2021 11:23:56.873,6765.565298,6765.651692,0.00357344,51.555123,39.681884,339.056009,411.691370,363.338014,5538.286703,2400
5 Jun 2021 02:45:01.745,6765.511989,6765.599846,0.00360359,51.555028,41.207288,335.818936,411.843318,363.082374,5538.223043,2410
5 Jun 2021 18:06:05.987,6765.458664,6765.547963,0.00363304,51.554939,42.736435,332.581772,411.990501,362.831425,5538.159336,2420
6 Jun 2021 09:27:09.597,6765.405342,6765.496059,0.00366180,51.554868,44.269600,329.344520,412.132950,362.585167,5538.095604,2430
7 Jun 2021 00:48:12.577,6765.352009,6765.444119,0.00368983,51.554824,45.807165,326.107189,412.270463,362.343775,5538.031830,2440
7 Jun 2021 16:09:14.927,6765.298635,6765.392111,0.00371708,51.554812,47.349540,322.869793,412.402643,362.107578,5537.967970,2450
8 Jun 2021 07:30:16.646,6765.245245,6765.340056,0.00374356,51.554832,48.897080,319.632348,412.529529,361.876584,5537.904055,2460
8 Jun 2021 22:51:17.734,6765.191818,6765.287932,0.00376922,51.554881,50.450177,316.394868,412.650757,361.651107,5537.840054,2470
9 Jun 2021 14:12:18.193,6765.138388,6765.235772,0.00379404,51.554949,52.009255,313.157368,412.766373,361.431171,5537.776009,2480
10 Jun 2021 05:33:18.021,6765.084972,6765.183590,0.00381802,51.555025,53.574759,309.919859,412.876224,361.216956,5537.711938,2490
10 Jun 2021 20:54:17.219,6765.031554,6765.131367,0.00384111,51.555096,55.147060,306.682347,412.979978,361.008757,5537.647817,2500
11 Jun 2021 12:15:15.788,6764.978192,6765.079162,0.00386330,51.555145,56.726695,303.444834,413.077680,360.806643,5537.583717,2510
12 Jun 2021 03:36:13.729,6764.924920,6765.027003,0.00388457,51.555162,58.314149,300.207313,413.169191,360.610815,5537.519676,2520
12 Jun 2021 18:57:11.042,6764.871713,6764.974865,0.00390487,51.555134,59.909762,296.969773,413.254181,360.421550,5537.455660,2530
13 Jun 2021 10:18:07.729,6764.818660,6764.922835,0.00392419,51.555059,61.514166,293.732197,413.332693,360.238977,5537.391776,2540
14 Jun 2021 01:39:03.791,6764.765799,6764.870948,0.00394252,51.554937,63.127867,290.494565,413.404582,360.063314,5537.328068,2550
14 Jun 2021 16:59:59.231,6764.713087,6764.819159,0.00395980,51.554777,64.751139,287.256858,413.469504,359.894815,5537.264482,2560
15 Jun 2021 08:20:54.051,6764.660652,6764.767595,0.00397603,51.554594,66.384680,284.019056,413.527519,359.733671,5537.201171,2570
15 Jun 2021 23:41:48.253,6764.608406,6764.716164,0.00399116,51.554408,68.028720,280.781146,413.578250,359.580079,5537.138024,2580
16 Jun 2021 15:02:41.841,6764.556454,6764.664970,0.00400519,51.554241,69.683887,277.543124,413.621710,359.434230,5537.075167,2590
17 Jun 2021 06:23:34.818,6764.504838,6764.614052,0.00401807,51.554111,71.350664,274.304994,413.657774,359.296330,5537.012651,2600
17 Jun 2021 21:44:27.188,6764.453478,6764.563330,0.00402979,51.554034,73.029135,271.066770,413.686116,359.166543,5536.950375,2610
18 Jun 2021 13:05:18.955,6764.402508,6764.512934,0.00404033,51.554013,74.720034,267.828474,413.706813,359.045054,5536.888499,2620
19 Jun 2021 04:26:10.122,6764.351949,6764.462885,0.00404967,51.554041,76.423781,264.590136,413.719758,358.932012,5536.827051,2630
19 Jun 2021 19:47:00.696,6764.301704,6764.413085,0.00405779,51.554099,78.140413,261.351781,413.724670,358.827500,5536.765907,2640
20 Jun 2021 11:07:50.679,6764.251902,6764.363660,0.00406468,51.554160,79.870765,258.113431,413.721659,358.731662,5536.705226,2650
21 Jun 2021 02:28:40.077,6764.202551,6764.314620,0.00407034,51.554191,81.615333,254.875097,413.710651,358.644589,5536.645016,2660
21 Jun 2021 17:49:28.895,6764.153544,6764.265854,0.00407473,51.554165,83.374215,251.636777,413.691402,358.566305,5536.585142,2670
22 Jun 2021 09:10:17.136,6764.104992,6764.217474,0.00407786,51.554062,85.148406,248.398457,413.664017,358.496931,5536.525744,2680
23 Jun 2021 00:31:04.806,6764.056911,6764.169494,0.00407972,51.553879,86.938495,245.160111,413.628416,358.436573,5536.466837,2690
23 Jun 2021 15:51:51.908,6764.009148,6764.121763,0.00408029,51.553627,88.744672,241.921711,413.584355,358.385170,5536.408234,2700
24 Jun 2021 07:12:38.447,6763.961813,6764.074386,0.00407957,51.553329,90.567997,238.683230,413.531892,358.342881,5536.350069,2710
24 Jun 2021 22:33:24.425,6763.914801,6764.027261,0.00407753,51.553019,92.408617,235.444647,413.470788,358.309734,5536.292211,2720
25 Jun 2021 13:54:09.846,6763.868179,6763.980453,0.00407417,51.552731,94.267598,232.205953,413.401067,358.285840,5536.234744,2730
26 Jun 2021 05:14:54.716,6763.821919,6763.933934,0.00406948,51.552495,96.145530,228.967151,413.322612,358.271256,5536.177630,2740
26 Jun 2021 20:35:39.036,6763.775935,6763.887617,0.00406343,51.552330,98.042516,225.728253,413.235220,358.266014,5536.120766,2750
27 Jun 2021 11:56:22.809,6763.730259,6763.841534,0.00405603,51.552243,99.959603,222.489279,413.138897,358.270171,5536.064189,2760
28 Jun 2021 03:17:06.040,6763.684854,6763.795648,0.00404727,51.552230,101.897372,219.250250,413.033553,358.283742,5536.007854,2770
28 Jun 2021 18:37:48.729,6763.639663,6763.749901,0.00403713,51.552276,103.855958,216.011185,412.919068,358.306735,5535.951690,2780
29 Jun 2021 09:58:30.879,6763.594679,6763.704289,0.00402563,51.552358,105.836451,212.772101,412.795457,358.339122,5535.895692,2790
30 Jun 2021 01:19:12.492,6763.549863,6763.658773,0.00401276,51.552451,107.839503,209.533008,412.662683,358.380863,5535.839811,2800
30 Jun 2021 16:39:53.567,6763.505191,6763.613328,0.00399851,51.552534,109.865352,206.293907,412.520721,358.431936,5535.784019,2810
1 Jul 2021 08:00:34.106,6763.460623,6763.567917,0.00398291,51.552585,111.915164,203.054795,412.369596,358.492239,5535.728268,2820
1 Jul 2021 23:21:14.108,6763.416153,6763.522535,0.00396595,51.552591,113.989236,199.815661,412.209323,358.561747,5535.672553,2830
2 Jul 2021 14:41:53.574,6763.371732,6763.477134,0.00394765,51.552549,116.088850,196.576497,412.039999,358.640268,5535.616814,2840
3 Jul 2021 06:02:32.501,6763.327326,6763.431682,0.00392803,51.552460,118.214833,193.337288,411.861668,358.727696,5535.561014,2850
3 Jul 2021 21:23:10.890,6763.282967,6763.386213,0.00390710,51.552332,120.367631,190.098025,411.674431,358.823995,5535.505192,2860
4 Jul 2021 12:43:48.738,6763.238580,6763.340653,0.00388487,51.552180,122.548539,186.858696,411.478328,358.928978,5535.449259,2870
5 Jul 2021 04:04:26.044,6763.194144,6763.294985,0.00386135,51.552020,124.758467,183.619299,411.273445,359.042525,5535.393194,2880
5 Jul 2021 19:25:02.807,6763.149718,6763.249268,0.00383657,51.551872,126.997957,180.379832,411.059942,359.164593,5535.337068,2890
6 Jul 2021 10:45:39.025,6763.105218,6763.203421,0.00381054,51.551752,129.268482,177.140299,410.837874,359.294969,5535.280785,2900
7 Jul 2021 02:06:14.694,6763.060637,6763.157440,0.00378328,51.551676,131.570992,173.900709,410.607360,359.433520,5535.224335,2910
7 Jul 2021 17:26:49.815,6763.016052,6763.111402,0.00375481,51.551653,133.906122,170.661071,410.368624,359.580180,5535.167816,2920
8 Jul 2021 08:47:24.384,6762.971381,6763.065231,0.00372516,51.551689,136.275254,167.421397,410.121762,359.734700,5535.111134,2930
9 Jul 2021 00:07:58.401,6762.926761,6763.019064,0.00369436,51.551780,138.679183,164.181701,409.867086,359.897042,5535.054458,2940
9 Jul 2021 15:28:31.863,6762.882014,6762.972729,0.00366243,51.551918,141.119128,160.941993,409.604674,360.066783,5534.997574,2950
10 Jul 2021 06:49:04.769,6762.837202,6762.926288,0.00362942,51.552087,143.596256,157.702278,409.334812,360.243765,5534.940562,2960
10 Jul 2021 22:09:37.116,6762.792411,6762.879833,0.00359537,51.552268,146.111341,154.462560,409.057883,360.427783,5534.883532,2970
11 Jul 2021 13:30:08.903,6762.747581,6762.833306,0.00356031,51.552438,148.665796,151.222833,408.774122,360.618489,5534.826414,2980
12 Jul 2021 04:50:40.128,6762.702730,6762.786729,0.00352431,51.552575,151.260715,147.983086,408.483891,360.815566,5534.769235,2990
12 Jul 2021 20:11:10.789,6762.657936,6762.740185,0.00348742,51.552662,153.896900,144.743304,408.187697,361.018673,5534.712097,3000
13 Jul 2021 11:31:40.886,6762.613157,6762.693636,0.00344970,51.552687,156.575722,141.503466,407.885882,361.227390,5534.654952,3010
14 Jul 2021 02:52:10.417,6762.568414,6762.647107,0.00341121,51.552648,159.298236,138.263552,407.578921,361.441292,5534.597833,3020
14 Jul 2021 18:12:39.380,6762.523769,6762.600664,0.00337204,51.552555,162.065193,135.023545,407.267440,361.659888,5534.540819,3030
15 Jul 2021 09:33:07.776,6762.479180,6762.554271,0.00333226,51.552427,164.877863,131.783435,406.951858,361.882684,5534.483867,3040
16 Jul 2021 00:53:35.604,6762.434702,6762.507987,0.00329194,51.552290,167.737179,128.543218,406.632789,362.109185,5534.427049,3050
16 Jul 2021 16:14:02.864,6762.390375,6762.461856,0.00325120,51.552175,170.643749,125.302906,406.310953,362.338759,5534.370419,3060
17 Jul 2021 07:34:29.556,6762.346183,6762.415867,0.00321009,51.552109,173.598651,122.062518,405.986861,362.570874,5534.313963,3070
17 Jul 2021 22:54:55.681,6762.302152,6762.370053,0.00316875,51.552111,176.602303,118.822081,405.661299,362.804806,5534.257722,3080
18 Jul 2021 14:15:21.240,6762.258273,6762.324406,0.00312724,51.552190,179.655549,115.581624,405.334829,363.039983,5534.201686,3090
19 Jul 2021 05:35:46.234,6762.214551,6762.278938,0.00308568,51.552337,182.758791,112.341174,405.008169,363.275707,5534.145871,3100
19 Jul 2021 20:56:10.664,6762.170995,6762.233662,0.00304420,51.552531,185.911910,109.100746,404.682224,363.511099,5534.090291,3110
20 Jul 2021 12:16:34.531,6762.127596,6762.188573,0.00300289,51.552743,189.115137,105.860344,404.357649,363.745497,5534.034941,3120
21 Jul 2021 03:36:57.835,6762.084350,6762.143672,0.00296187,51.552942,192.368120,102.619957,404.035281,363.978063,5533.979822,3130
21 Jul 2021 18:57:20.578,6762.041251,6762.098959,0.00292131,51.553100,195.669833,99.379564,403.716162,364.207757,5533.924935,3140
22 Jul 2021 10:17:42.761,6761.998286,6762.054424,0.00288132,51.553201,199.019575,96.139137,403.401045,364.433804,5533.870266,3150
23 Jul 2021 01:38:04.383,6761.955439,6762.010057,0.00284203,51.553238,202.415946,92.898648,403.090876,364.655238,5533.815802,3160
23 Jul 2021 16:58:25.445,6761.912702,6761.965853,0.00280362,51.553221,205.856740,89.658073,402.786808,364.870898,5533.761540,3170
24 Jul 2021 08:18:45.949,6761.870049,6761.921790,0.00276621,51.553165,209.340122,86.417399,402.489655,365.079925,5533.707450,3180
24 Jul 2021 23:39:05.894,6761.827574,6761.877969,0.00272996,51.553093,212.863174,83.176622,402.200641,365.281296,5533.653657,3190
25 Jul 2021 14:59:25.281,6761.785037,6761.834149,0.00269503,51.553026,216.422865,79.935751,401.920516,365.473782,5533.599868,3200
26 Jul 2021 06:19:44.110,6761.742506,6761.790406,0.00266156,51.552984,220.015812,76.694799,401.650294,365.656518,5533.546171,3210
26 Jul 2021 21:40:02.381,6761.699983,6761.746742,0.00262971,51.552979,223.637471,73.453788,401.391145,365.828340,5533.492573,3220
27 Jul 2021 13:00:20.093,6761.657403,6761.703098,0.00259960,51.553018,227.283847,70.212740,401.143794,365.988401,5533.438997,3230
28 Jul 2021 04:20:37.247,6761.614730,6761.659437,0.00257136,51.553099,230.950017,66.971674,400.909130,366.135745,5533.385404,3240
28 Jul 2021 19:40:53.841,6761.571978,6761.615779,0.00254516,51.553213,234.630064,63.730606,400.688196,366.269362,5533.331812,3250
29 Jul 2021 11:01:09.874,6761.529065,6761.572040,0.00252109,51.553349,238.318850,60.489545,400.481546,366.388535,5533.278122,3260
30 Jul 2021 02:21:25.346,6761.485951,6761.528185,0.00249924,51.553492,242.010381,57.248494,400.289871,366.492498,5533.224289,3270
30 Jul 2021 17:41:40.253,6761.442670,6761.484247,0.00247974,51.553628,245.697815,54.007448,400.113992,366.580502,5533.170355,3280
31 Jul 2021 09:01:54.596,6761.399122,6761.440128,0.00246265,51.553745,249.375422,50.766400,399.954208,366.652048,5533.116199,3290
1 Aug 2021 00:22:08.370,6761.355315,6761.395836,0.00244804,51.553835,253.036652,47.525335,399.810975,366.706697,5533.061830,3300
1 Aug 2021 15:42:21.575,6761.311222,6761.351343,0.00243596,51.553891,256.674887,44.284239,399.684743,366.743943,5533.007216,3310
2 Aug 2021 07:02:34.206,6761.266775,6761.306583,0.00242645,51.553914,260.284455,41.043096,399.575552,366.763614,5532.952273,3320
2 Aug 2021 22:22:46.262,6761.222041,6761.261622,0.00241953,51.553908,263.858834,37.801892,399.483714,366.765531,5532.897084,3330
3 Aug 2021 13:42:57.738,6761.176914,6761.216353,0.00241520,51.553881,267.393150,34.560615,399.409030,366.749676,5532.841518,3340
4 Aug 2021 05:03:08.631,6761.131378,6761.170759,0.00241344,51.553843,270.882316,31.319261,399.351410,366.716108,5532.785552,3350
4 Aug 2021 20:23:18.939,6761.085514,6761.124921,0.00241423,51.553805,274.321141,28.077827,399.310861,366.664982,5532.729287,3360
5 Aug 2021 11:43:28.657,6761.039221,6761.078737,0.00241754,51.553779,277.706226,24.836317,399.286913,366.596560,5532.672597,3370
6 Aug 2021 03:03:37.782,6760.992497,6761.032201,0.00242330,51.553773,281.034130,21.594741,399.279216,366.511185,5532.615475,3380
6 Aug 2021 18:23:46.311,6760.945433,6760.985404,0.00243147,51.553794,284.301469,18.353112,399.287531,366.409276,5532.558034,3390
7 Aug 2021 09:43:54.240,6760.897944,6760.938260,0.00244196,51.553841,287.506593,15.111443,399.311196,366.291324,5532.500167,3400
8 Aug 2021 01:04:01.567,6760.850041,6760.890779,0.00245469,51.553912,290.647865,11.869751,399.349684,366.157874,5532.441886,3410
8 Aug 2021 16:24:08.286,6760.801814,6760.843048,0.00246959,51.553997,293.723752,8.628046,399.402591,366.009504,5532.383299,3420
9 Aug 2021 07:44:14.397,6760.753200,6760.795002,0.00248656,51.554083,296.734228,5.386337,399.469149,365.846855,5532.324326,3430
9 Aug 2021 23:04:19.896,6760.704282,6760.746723,0.00250552,51.554155,299.678852,2.144623,399.548898,365.670549,5532.265066,3440
10 Aug 2021 14:24:24.779,6760.655013,6760.698163,0.00252635,51.554198,302.558500,358.902897,399.641043,365.481282,5532.205461,3450
11 Aug 2021 05:44:29.045,6760.605419,6760.649345,0.00254896,51.554201,305.374005,355.661143,399.744949,365.279740,5532.145540,3460
11 Aug 2021 21:04:32.691,6760.555564,6760.600331,0.00257326,51.554158,308.126242,352.419341,399.860128,365.066534,5532.085379,3470
12 Aug 2021 12:24:35.715,6760.505428,6760.551100,0.00259915,51.554071,310.817075,349.177466,399.985790,364.842410,5532.024952,3480
13 Aug 2021 03:44:38.114,6760.455036,6760.501674,0.00262652,51.553952,313.448272,345.935497,400.121297,364.608051,5531.964286,3490
13 Aug 2021 19:04:39.887,6760.404425,6760.452091,0.00265531,51.553817,316.021577,342.693418,400.266170,364.364012,5531.903427,3500
14 Aug 2021 10:24:41.031,6760.353595,6760.402347,0.00268538,51.553689,318.539406,339.451225,400.419621,364.111072,5531.842370,3510
15 Aug 2021 01:44:41.547,6760.302564,6760.352457,0.00271666,51.553587,321.004014,336.208925,400.581019,363.849895,5531.781136,3520
15 Aug 2021 17:04:41.432,6760.251342,6760.302432,0.00274906,51.553525,323.417559,332.966537,400.749892,363.580971,5531.719734,3530
16 Aug 2021 08:24:40.685,6760.199934,6760.252273,0.00278247,51.553510,325.782572,329.724089,400.925448,363.305099,5531.658170,3540
16 Aug 2021 23:44:39.306,6760.148385,6760.202023,0.00281681,51.553534,328.101304,326.481607,401.107232,363.022813,5531.596493,3550
17 Aug 2021 15:04:37.294,6760.096599,6760.151585,0.00285199,51.553583,330.376072,323.239118,401.294466,362.734705,5531.534587,3560
18 Aug 2021 06:24:34.646,6760.044620,6760.101000,0.00288791,51.553635,332.609137,319.996636,401.486542,362.441457,5531.472499,3570
18 Aug 2021 21:44:31.363,6759.992423,6760.050240,0.00292451,51.553666,334.802572,316.754164,401.683085,362.143394,5531.410198,3580
19 Aug 2021 13:04:27.441,6759.939997,6759.999293,0.00296169,51.553657,336.958541,313.511691,401.883339,361.841247,5531.347667,3590
20 Aug 2021 04:24:22.878,6759.887315,6759.948129,0.00299938,51.553599,339.079058,310.269197,402.086764,361.535494,5531.284870,3600
20 Aug 2021 19:44:17.673,6759.834344,6759.896715,0.00303753,51.553488,341.166057,307.026657,402.293095,361.226334,5531.221766,3610
21 Aug 2021 11:04:11.821,6759.781045,6759.845007,0.00307605,51.553334,343.221506,303.784045,402.501603,360.914411,5531.158302,3620
22 Aug 2021 02:24:05.320,6759.727369,6759.792955,0.00311487,51.553152,345.247283,300.541338,402.711810,360.600101,5531.094416,3630
22 Aug 2021 17:43:58.166,6759.673290,6759.740532,0.00315397,51.552961,347.245219,297.298521,402.923554,360.283511,5531.030075,3640
23 Aug 2021 09:03:50.353,6759.618729,6759.687657,0.00319326,51.552783,349.217127,294.055590,403.136103,359.965210,5530.965179,3650
24 Aug 2021 00:23:41.877,6759.563514,6759.634154,0.00323269,51.552633,351.164900,290.812546,403.348984,359.645324,5530.899513,3660
24 Aug 2021 15:43:32.730,6759.507851,6759.580229,0.00327224,51.552527,353.089915,287.569401,403.562177,359.324282,5530.833329,3670
25 Aug 2021 07:03:22.908,6759.451507,6759.525646,0.00331181,51.552469,354.993944,284.326171,403.774880,359.002412,5530.766337,3680
25 Aug 2021 22:23:12.402,6759.394498,6759.470419,0.00335139,51.552458,356.878538,281.082874,403.987065,358.679772,5530.698555,3690
26 Aug 2021 13:43:01.206,6759.336664,6759.414385,0.00339091,51.552489,358.745162,277.839529,404.197932,358.356838,5530.629784,3700
27 Aug 2021 05:02:49.308,6759.277924,6759.357461,0.00343030,51.552548,0.595199,274.596153,404.407062,358.033859,5530.559920,3710
27 Aug 2021 20:22:36.699,6759.218334,6759.299702,0.00346956,51.552622,2.429971,271.352756,404.614502,357.710901,5530.489032,3720
28 Aug 2021 11:42:23.369,6759.157692,6759.240900,0.00350861,51.552693,4.250700,268.109345,404.819411,357.388390,5530.416864,3730
29 Aug 2021 03:02:09.305,6759.095918,6759.180975,0.00354739,51.552745,6.058540,264.865921,405.021393,357.066557,5530.343319,3740
29 Aug 2021 18:21:54.493,6759.033117,6759.120031,0.00358590,51.552767,7.854596,261.622478,405.220576,356.745485,5530.268522,3750
30 Aug 2021 09:41:38.921,6758.969052,6759.057824,0.00362407,51.552749,9.639877,258.379006,405.416095,356.425553,5530.192177,3760
31 Aug 2021 01:01:22.574,6758.903656,6758.994288,0.00366183,51.552687,11.415339,255.135490,405.607596,356.106980,5530.114199,3770
31 Aug 2021 16:21:05.435,6758.837084,6758.929574,0.00369921,51.552584,13.181920,251.891914,405.795286,355.789863,5530.034778,3780
1 Sep 2021 07:40:47.491,6758.769079,6758.863423,0.00373611,51.552448,14.940453,248.648260,405.978310,355.474536,5529.953593,3790
1 Sep 2021 23:00:28.725,6758.699825,6758.796017,0.00377255,51.552293,16.691793,245.404512,406.156930,355.161103,5529.870867,3800
2 Sep 2021 14:20:09.120,6758.629064,6758.727094,0.00380844,51.552135,18.436681,242.160660,406.330320,354.849869,5529.786282,3810
3 Sep 2021 05:39:48.659,6758.556772,6758.656627,0.00384375,51.551995,20.175851,238.916694,406.498232,354.541022,5529.699801,3820
3 Sep 2021 20:59:27.324,6758.483167,6758.584834,0.00387850,51.551890,21.910087,235.672614,406.661003,354.234666,5529.611693,3830
4 Sep 2021 12:19:05.100,6758.408009,6758.511472,0.00391261,51.551838,23.640013,232.428424,406.817881,353.931063,5529.521660,3840
5 Sep 2021 03:38:41.967,6758.331307,6758.436545,0.00394605,51.551847,25.366283,229.184135,406.968700,353.630389,5529.429707,3850
5 Sep 2021 18:58:17.909,6758.253297,6758.360290,0.00397886,51.551922,27.089651,225.939761,407.113838,353.332743,5529.336126,3860
6 Sep 2021 10:17:52.909,6758.173780,6758.282506,0.00401095,51.552053,28.810620,222.695319,407.252636,353.038375,5529.240667,3870
7 Sep 2021 01:37:26.949,6758.092797,6758.203228,0.00404231,51.552226,30.529763,219.450828,407.384988,352.747468,5529.143377,3880
7 Sep 2021 16:57:00.015,6758.010587,6758.122697,0.00407296,51.552414,32.247809,216.206299,407.511250,352.460145,5529.044549,3890
8 Sep 2021 08:16:32.089,6757.927008,6758.040768,0.00410283,51.552589,33.965096,212.961740,407.630850,352.176686,5528.944005,3900
8 Sep 2021 23:36:03.158,6757.842287,6757.957665,0.00413193,51.552720,35.682317,209.717150,407.744091,351.897239,5528.842023,3910
9 Sep 2021 14:55:33.207,6757.756334,6757.873295,0.00416021,51.552785,37.399695,206.472519,407.850462,351.622128,5528.738486,3920
10 Sep 2021 06:15:02.221,6757.669235,6757.787742,0.00418763,51.552769,39.117592,203.227830,407.949880,351.351604,5528.633497,3930
10 Sep 2021 21:34:30.187,6757.581184,6757.701198,0.00421421,51.552675,40.836685,199.983062,408.042553,351.085843,5528.527293,3940
11 Sep 2021 12:53:57.094,6757.492161,6757.613640,0.00423988,51.552518,42.556982,196.738195,408.128096,350.825183,5528.419845,3950
12 Sep 2021 04:13:22.931,6757.402271,6757.525170,0.00426462,51.552329,44.278772,193.493213,408.206471,350.569869,5528.311280,3960
12 Sep 2021 19:32:47.688,6757.311650,6757.435925,0.00428845,51.552144,46.002781,190.248110,408.277822,350.320028,5528.201763,3970
13 Sep 2021 10:52:11.356,6757.220352,6757.345953,0.00431131,51.551998,47.728889,187.002889,408.341953,350.075953,5528.091356,3980
14 Sep 2021 02:11:33.928,6757.128482,6757.255360,0.00433320,51.551918,49.457383,183.757562,408.398895,349.837826,5527.980187,3990
14 Sep 2021 17:30:55.398,6757.036106,6757.164211,0.00435412,51.551919,51.189114,180.512149,408.448719,349.605702,5527.868336,4000
15 Sep 2021 08:50:15.760,6756.943337,6757.072615,0.00437405,51.551997,52.923876,177.266669,408.491388,349.379843,5527.755938,4010
16 Sep 2021 00:09:35.010,6756.850015,6756.980412,0.00439297,51.552136,54.662402,174.021138,408.526614,349.160210,5527.642796,4020
16 Sep 2021 15:28:53.143,6756.756627,6756.888088,0.00441088,51.552307,56.404817,170.775566,408.554943,348.947234,5527.529507,4030
17 Sep 2021 06:48:10.158,6756.663073,6756.795541,0.00442777,51.552479,58.151240,167.529954,408.576081,348.741000,5527.415943,4040
